"Observation","Cook_Distance","DFFITS","Hat_Value","Covariance_Ratio"
40,0.00127977290367856,0.0932924642289129,0.0195021360784292,1.02807184017972
41,0.00077091473094625,0.0724006837773894,0.0149827549211519,1.02470826554424
42,0.00580086243191904,-0.199114891498923,0.0135508529085598,0.986999134558824
43,0.00211948796397023,0.120081957358099,0.0225698084363256,1.0285627800717
44,0.000375388617482825,0.0505165013141347,0.0106121073645445,1.02173053597164
45,0.000100722130677878,0.026163388928235,0.00709478349018447,1.02017116942454
46,0.00134730500922526,0.0957689508510608,0.0098873684261893,1.01115641872639
47,0.00123731169798955,0.0917573815494874,0.0116629746993623,1.01592652954169
48,0.00142927086649019,0.0986139785393085,0.0143612409362162,1.01937440316017
49,5.55784646842444e-05,0.0194342008848313,0.00709058651386017,1.02078976747061
50,0.0123767820030313,-0.294183640103429,0.00601213494347968,0.834914022402477
51,0.00167474118074354,-0.106812736799528,0.00886284922906791,1.00499888586521
52,0.00153023594790063,0.102023470905809,0.019249110932331,1.02645249024581
53,0.000740671116261297,-0.0709700254462587,0.0125480810345651,1.02143008982148
54,0.000155810041266685,0.0325411798087411,0.00988890051943601,1.02290131913898
55,0.000863865945990438,0.0766392140159584,0.0181334107833049,1.02838500045278
56,0.00303224219497023,0.143736618677241,0.0149840906568964,1.01006434838707
57,0.00303283488271123,-0.143793136755854,0.0123788325732323,1.0032434283398
58,0.00264865020337603,-0.134256081621712,0.0231917297842262,1.02724975648613
59,0.00756805257010549,-0.227306246012464,0.0215707863729871,1.00275889474037
60,0.00126736748314726,-0.0928650870529062,0.0119578177764261,1.01624271315491
61,0.00227594191383045,0.124477744121367,0.015845340417066,1.01664342628076
62,0.000394589628339867,0.0517929054739975,0.0106501237151765,1.0216060155195
63,0.00223296914597651,-0.123354253866702,0.01059969164894,1.00470175716669
64,0.000110358114669274,0.0273867010360266,0.00677297951760204,1.01963479351927
65,0.00160597775490782,0.104519886383062,0.0195215505721655,1.02646996571843
66,0.00191779177637198,0.114223416331628,0.0210553125858124,1.02723228331862
67,0.00229265544267229,-0.124936348707321,0.0156592333064648,1.01617973197634
68,0.00167553322841169,-0.106847464179337,0.00830398138903455,1.0031858967284
69,0.00460228112953329,0.17715226832329,0.0175708535201085,1.00704418067414
70,0.000895186036086071,-0.0780134262452371,0.0210393971699819,1.03194893375377
71,0.00361276462968133,0.156861802072716,0.0208041685440105,1.0189563034843
72,0.00126571835794355,0.0927759078497427,0.0207307058960099,1.02981518568541
73,0.000785449127325869,0.0730785671654817,0.0161586688119619,1.02621685981524
74,0.000396611613838696,0.0519287985262591,0.00853415281973612,1.01849714163422
75,0.0032973343890669,0.149900769093532,0.0153447785219184,1.00923465656137
76,0.00134581047499489,0.0956760646882664,0.0176719009771028,1.02511754712559
77,0.00223650983206566,-0.123395952921892,0.0154185085789565,1.01605916670022
78,0.00108716282520325,-0.0860201135520518,0.00883918995387902,1.01136071883289
79,0.00335849161298778,-0.151407315937308,0.0101172661377894,0.992570748180591
80,0.00047755962833189,0.056976820290143,0.0146686487500151,1.02622663860897
81,0.0033990028941651,-0.152185285744303,0.0164562226012203,1.01120190578828
82,0.000619626308917306,-0.0649084291024931,0.0123552444174324,1.02209598176427
83,0.000370070140868098,0.0501579773540876,0.00995987057432145,1.02088087599157
84,0.00704297138504395,-0.21935048040699,0.0177330825108331,0.994305140277904
85,0.00239803965186479,-0.127773652310139,0.0166043678203659,1.01736254689196
86,0.000446329353358192,0.0550846624015693,0.0114575152491392,1.02225715946866
87,0.00221793970460093,0.122909851342856,0.0125256193798239,1.00994284602013
88,0.00201677221362084,-0.11717484233718,0.0142376128572163,1.01515489659666
89,0.00328227614123829,-0.149537064734335,0.0168687892111641,1.0127894293137
90,0.00104533856335643,0.0843219608240304,0.0137311285980691,1.02099445641423
91,0.00029079043733158,0.044456925240461,0.0141489634875473,1.02685856272162
92,0.00345497351277067,0.153396837977589,0.0200394428115888,1.0182686314268
93,0.00287919479797018,-0.140075668751023,0.0133245182485871,1.0070102735681
94,0.00201528579828063,0.117119741935128,0.0158741572321415,1.01829132089941
95,0.00863857732239675,-0.24361840620977,0.0107336751496499,0.948958282245504
96,0.000382721698018856,0.0510063175168608,0.0119715006811544,1.02347394804507
97,0.000176092038838427,0.0345957441866422,0.0081089987162831,1.02047952212748
98,0.00339624650756644,0.152067259347447,0.0221875433667572,1.02241365996215
99,0.00109623843407287,-0.0863413179913158,0.0180595902241663,1.0270321798583
100,0.00017949959303315,0.0349287110742497,0.00851884637094404,1.02096534785832
101,0.00174307090760737,0.108899522885018,0.0182328197138159,1.02381400420795
102,0.00136485112638831,0.0963787639317748,0.0115065436236767,1.01454708616321
103,0.000700603224913869,-0.0690214193832868,0.012931087995483,1.02230174204907
104,0.000227493824601469,0.0393225085117921,0.00997165927160142,1.02229595797492
105,6.97297036931826e-05,0.0217686471637822,0.00630525862603427,1.01966685653248
106,0.000316190145786735,0.0463608014506876,0.0105482087533261,1.02219221673744
107,0.000540510134341946,0.0606276245733217,0.00885209787001964,1.01740129859859
108,0.000432298539448631,0.0542124577611294,0.0107172689135869,1.02135436539681
109,0.00063660000264088,0.065794846825279,0.0110197279530382,1.01996541434618
110,0.000189169831639013,0.0358578503245835,0.00800758461861064,1.02018821508181
111,0.000102871950280154,0.0264414629395353,0.00639541601169152,1.01926716159913
112,0.000663854977638894,-0.0671854410897012,0.0130122273440627,1.02269494033884
113,2.37810962880829e-05,0.0127122313848935,0.00467979416034401,1.01858559602738
114,0.00175827038145271,0.109387495330489,0.0153707228379695,1.0189841878883
115,0.00491277969789244,0.18296722916224,0.0231426647793483,1.01770693335793
116,0.00260791169405082,-0.133282101083587,0.0143300444474169,1.01134793516245
117,0.000349930788956117,0.0487704212768209,0.0134485017616148,1.02559289579068
118,0.00208510851592229,-0.119133024683469,0.0161602159931157,1.01838977841039
119,0.00312042122248814,-0.145777267546525,0.0185229152148767,1.01705108945458
120,0.00107786483156374,-0.0856316866429736,0.012040270348007,1.01793000688523
121,0.00091335003247672,-0.0788160389480192,0.0129523546086102,1.02073013783774
122,0.000813955179742962,0.0743918717423218,0.0174535323794801,1.02776824234987
123,0.00105298898660786,-0.0846323245990678,0.0131433726669949,1.01999353070412
124,0.000314726836025312,0.0462533145337937,0.0105825192962493,1.0222507992718
125,0.00126141145352903,-0.0926453319906126,0.0121310554208806,1.01661760879385
126,0.000300292320188594,0.0451790632479988,0.0116134216504671,1.02369993033446
127,0.000109320054753963,0.0272571659192104,0.00773182273158551,1.02083266725405
128,0.000916617831669371,0.0789451616164606,0.0187746371172349,1.02894456823309
129,0.00451104534883892,-0.175359782948291,0.0188685191323792,1.01060467941489
130,0.00154235223373565,0.102424510846871,0.0201588549065721,1.02770369580632
131,0.000105898065540933,0.0268266131423605,0.0097120651688724,1.02319366699029
132,0.000555755033269629,0.0614708963594391,0.0117563424898466,1.02175468845661
133,0.00181437258003384,-0.111128371122576,0.0143185607762858,1.01668802154829
134,4.71511202273613e-05,0.0179002093128711,0.0064278274978321,1.02015762080575
135,0.000443303536177872,-0.0548970137955247,0.0119116758033624,1.02289878726892
136,0.00257425284836145,-0.132381111142538,0.0183389243518028,1.01957759052234
137,0.00651676814902638,0.211318757919852,0.0105879833323777,0.966317515293969
138,0.000204262351710149,0.0372606553017354,0.00890925785038492,1.0211866638871
139,0.00123930404738149,-0.0918187971613426,0.0143355460226776,1.02061977501612
140,0.00731655985713335,-0.223619846855816,0.0170421302842198,0.990531184793034
141,0.0011226270349011,0.0873796756712983,0.0161089921060764,1.02410762914222
142,0.00281865663392994,0.138584063045659,0.0137919123718572,1.00862626342643
143,0.000328827197904923,0.0472760317916211,0.0141464202898809,1.02659236273329
144,0.00114289268595031,0.0881494670471164,0.0258459984148158,1.03689791293699
145,0.000183116985759659,0.0352782574317323,0.0100025315513671,1.0227691088584
146,0.000671377145503939,0.0675633163993565,0.0141486303701025,1.02422783229314
147,0.00758275395207408,-0.228419317641138,0.00831021424173527,0.936625804070355
148,0.0123386311997524,0.290748921897473,0.0202621562038737,0.977035642490494
149,0.000259295151562528,0.0419833149630839,0.00840633708863983,1.01989287170023
150,0.00137498436698424,0.0967053718085778,0.0188677262927302,1.02669574616955
151,0.000317238796132637,0.0464365278659982,0.0120267679357074,1.02407836483925
152,0.00029766310874436,0.0449805662520195,0.0119351404351625,1.02412383620129
153,0.000791125899282654,0.0733470532785992,0.0135615498775711,1.02255283481858
154,0.00747584958832955,-0.225931087311256,0.0207939635086623,1.00111063946162
155,0.00059967297481874,-0.0638583814779593,0.0102712447704453,1.01912982241794
156,0.00228566797451827,-0.124821244628798,0.00978010898439442,1.00163481154324
157,0.000513438744595431,0.0590819899465839,0.0123297350963612,1.02290065866986
158,0.000343294432347881,0.0483057347727718,0.0131404686701849,1.02526171707285
159,0.000352113016589958,0.0489251696173825,0.0100820550068687,1.02122549007527
160,0.00054973321971786,0.0611361124385698,0.012111349110488,1.02230746175193
161,0.000171088126592591,0.0340995842166526,0.0101345502266915,1.02304532016859
162,0.00118221973094294,0.0896936140547219,0.0107779184022247,1.01465843982575
163,0.000284300742239795,0.0439601906437373,0.0102049903909379,1.02204381643437
164,0.000887478898313498,0.0777042340342671,0.0094621620458778,1.01484228930677
165,0.00147157951856187,0.100106480020841,0.00905474803832388,1.00775264873755
166,0.00159540483820917,0.10422119261528,0.0109197851277004,1.01127219588764
167,0.00325996822840816,0.149016843527217,0.0177447158035898,1.01475813729986
168,0.0006692512946039,0.0674585683346841,0.012765714946801,1.02230086378969
169,0.000664075401369042,0.0671974161013496,0.0125498479239392,1.02202848531855
170,0.000429431775941729,0.0540286468319077,0.0142539936433777,1.02603122830177
171,0.00455232280685098,-0.17610486055658,0.0235002779214263,1.01987823855733
172,0.00089768377026321,0.0781269124952089,0.0174406574991104,1.02728249014921
173,0.000848264174677035,0.0759427846293449,0.0187444125749946,1.02926124876877
174,0.000817460165139216,0.0745602524588293,0.0129451532925942,1.02144120526221
175,0.000810381255667698,0.0742376647395039,0.0124703667404597,1.02076800428867
176,0.00100082976297143,0.0825014887848152,0.015186600411058,1.02351139240074
177,0.00092030998765603,0.0791095383089669,0.0155618999021553,1.02456386824367
178,0.000197182795027686,0.0366082542218085,0.0104937540236135,1.02323039961778
179,0.000155135096858441,0.0324708748716189,0.0092097943194921,1.02209254902629
180,0.000378704946918279,0.0507458509566149,0.0069265524480781,1.01604022074149
181,0.00529614273132539,-0.190351999317088,0.0105810138066017,0.977076682051315
182,0.00681081896578863,-0.215573947265209,0.022008240476474,1.007172735808
183,0.000261659122846586,0.0421715129023211,0.0123124607485393,1.02487701287334
184,0.000538549531502867,0.06050636968453,0.0158737727690156,1.02735319102304
185,0.001529772718217,0.102011617777943,0.0180854696443067,1.02473117046696
186,0.00376344630856456,0.160018946478882,0.0372868883157194,1.04374279073618
187,0.00254197753930051,-0.131532672459969,0.0207001012599839,1.02377330839456
188,0.00102122530849367,-0.0833643291710348,0.00913021703818636,1.01274336373109
189,0.00048545983623821,0.057443107577977,0.0196019396977235,1.03216870362001
190,0.00351076384572451,0.154633081145602,0.0200645831384286,1.01804723872449
191,0.00356441873669645,0.15582815809383,0.0185980889767085,1.01488916326898
192,0.00132616611155173,0.0949957578879131,0.0123437436864333,1.0165029166218
193,0.000122289670105827,0.0288290213172083,0.00791219486002111,1.02088954230501
194,0.00145829973713079,-0.0996003621790693,0.0171690981949705,1.02373379641063
195,0.00605393283756118,0.203202761586628,0.0216041974750696,1.00954455519455
196,0.00367781534699526,-0.158409262083948,0.0121521897866878,0.997480860378184
197,0.00135022807170837,0.0958315658720319,0.0182584633183255,1.02594930822624
198,0.000393882959620776,0.0517467947022998,0.0104135466799054,1.0212852666824
199,0.00127026345400822,-0.0929450585822526,0.0194479158202795,1.02804448090573
200,0.00867759744665026,-0.24508291827494,0.00648457679760145,0.896725500846739
201,0.000428936041793203,0.0540004992110757,0.0111685435515829,1.02201101006205
202,0.0033534955400603,-0.151283953081633,0.0104218012045879,0.993857677459621
203,0.00031053378567158,0.0459448554167898,0.00973639407008339,1.02116418711157
204,0.00306581812071438,-0.144469456840411,0.0216412199879581,1.02293943572384
205,0.00257702433606906,-0.132439823260325,0.020342492258208,1.02301846432529
206,0.00136101000912402,0.0962009922026786,0.0246755855631989,1.03458029380449
207,0.00347544146259338,-0.153857157514287,0.0194576438973531,1.01705453062804
208,0.00147956994115324,0.100320944175205,0.0183916683498991,1.02545642679326
209,0.000744637100943962,-0.0711546543781679,0.0153386458427382,1.02536433608554
210,0.00195629142595209,-0.115376171278568,0.0184388221142126,1.02301006971817
211,0.00517708296893713,-0.187872077275545,0.0207798355193837,1.01165487421594
212,0.00170363075601541,0.107704260651346,0.0110352015195275,1.01058997068921
213,0.000984194707985558,0.0818037441671517,0.019902821095377,1.03007315467142
214,0.000102095458015079,0.0263409977944892,0.0075482727856046,1.02070368295658
215,0.00641890387971589,-0.209223790939691,0.0237208296596815,1.01271387462763
216,0.0010407987423353,0.0841610929142496,0.00907168842703858,1.01240319094094
217,0.00106314929494304,-0.0850226353683112,0.0208320583958947,1.03090056091442
218,0.00359497320270658,-0.156505984151563,0.0177825076611526,1.01301707223682
219,0.00158461918364045,-0.10381671575441,0.0213567175653765,1.02919608988842
220,0.0033914995213541,0.152117861576966,0.0112330252919654,0.99659594424814
221,0.00263694909468502,-0.134059307956764,0.0118705958490882,1.0049144156073
222,0.000460736861178582,0.0559712539950595,0.00905080439669913,1.0185976534412
223,0.0130444177479361,-0.299328493771031,0.0164791575834195,0.956149390551518
224,0.000847694700749568,0.0759267110038668,0.0133581709671346,1.02184104030161
225,0.00330397937153927,-0.150060904399286,0.0147700166044783,1.00778509371796
226,0.00467472952318772,0.178534331829732,0.0182258113572588,1.00825481679959
227,0.00047950822683062,0.0570934612597713,0.014123644444743,1.02552122479082
228,0.0101843225551421,-0.264846590279908,0.0103499126273763,0.932240584050631
229,0.000215905803275376,0.0383072893244418,0.0106168288391713,1.02320658733888
230,0.0032628696145183,0.149183019380455,0.0116402612831774,0.99908779233525
231,0.000767807819320854,0.0722598910607088,0.0123636999487111,1.02093828598367
232,0.000186875880146237,0.0356395879639332,0.00824313130845268,1.02052436159039
233,2.99377233367681e-05,0.01426315663251,0.00549365604613546,1.01938351693475
234,0.000753534683480965,0.0715986439844964,0.00841905061736561,1.01418250605808
235,0.00249025562124279,-0.130201357273663,0.0180457874376948,1.01949936934554
236,0.00067102980319948,0.0675479078556978,0.0129214271575138,1.02251118662355
237,0.00298552698489096,0.14258432438799,0.0185401827584383,1.01778838459486
238,0.00303180374543449,-0.14371534489766,0.0158354640536284,1.01200751998085
239,0.00293025523376117,0.141231983175805,0.0218600705750381,1.0239102374877
240,0.0115330386659046,-0.280971554260534,0.0212021014445959,0.984109269384418
241,0.000464966591094629,0.0562213864006184,0.0133562847994373,1.02463677944319
242,0.000841813825665632,0.0756595631407356,0.0147463946509718,1.02391136829944
243,0.00223975914113745,-0.12354322544,0.0105399086982243,1.00446259467527
244,0.00319921438702271,0.147574503422059,0.0232817185076719,1.02509293674178
245,0.000305947470834368,0.0456012243624495,0.0140652278341541,1.02665371475832
246,0.00051557224192762,0.0592048281132952,0.0122391995424288,1.02275939060961
247,0.00612876155765491,-0.20490720296103,0.0102449145584663,0.967572884652266
248,0.000720432217320489,-0.0699887412327434,0.0147715344363592,1.024749401161
249,0.0106460195642763,-0.271202046532689,0.0088378645090695,0.910924132270657
250,0.00668960582704239,-0.213656698061948,0.0211769933463231,1.00567822829257
251,4.06026771733426e-05,0.0166106858733038,0.0060799523872626,1.01986473166289
252,0.00393595931227907,-0.163767725232192,0.0188236995161037,1.01344424346134
253,0.0020158418942711,0.117116308543093,0.0196234041263248,1.02458627559451
254,0.00284775342496842,0.139252219276627,0.0180859904544492,1.01765630753608
255,0.000596250823541251,-0.0636770349032626,0.00978289969897966,1.01837416036001
256,0.00110911065499365,0.0868385903220247,0.0235649350396404,1.03418739144961
257,0.00301342923202027,0.143251192014224,0.0184627574186185,1.01749527525509
258,0.000399186448489326,0.0520985441517872,0.00789565808876018,1.01743984526681
259,0.00413605409342609,-0.168057934560732,0.0113949902573403,0.990938838142722
260,0.000597205024362141,-0.0637158137968607,0.0180423416036309,1.02971019429947
261,0.00693227877100416,-0.217311437460667,0.0359808369730192,1.0334252371641
262,0.000599552344726581,-0.0638441737286808,0.0147858191577615,1.0255676639791
263,0.0136576322491097,-0.307999616666552,0.00860112316358141,0.877204448407817
264,0.00315481324537874,0.146580928780356,0.0184522297784109,1.01673400747701
265,0.0039454892784975,-0.16402087972181,0.0153236116807255,1.00511563560186
266,0.000799694962995506,0.0737408799068837,0.0148626116111131,1.0243530157388
267,0.0032470757861785,-0.148752848760993,0.0151889803206803,1.00917817873279
268,0.00100020099985588,-0.0824762030393749,0.0149456575130776,1.02315995047972
269,0.000486565150373233,0.0575104594205846,0.0162242841748545,1.02810547027239
270,0.00272332303198578,-0.136191070515391,0.015712077953892,1.01362981859515
271,0.000488322467870861,0.0576163038428848,0.0138186818740272,1.02506744566423
272,0.000309784451765171,0.0458864413825562,0.0138982896571569,1.02642695543384
273,0.00125460473827344,0.092382439915045,0.0148904423021834,1.02141306246898
274,0.0005278464406193,0.0599075758242383,0.0111279160688833,1.02108665068364
275,0.00254141357754047,0.131542029601433,0.0170407637310078,1.01736358243675
276,0.00479244666882889,-0.180928105782763,0.0124821630323205,0.990073331050847
277,0.00295121751479296,0.141865915915168,0.0110938540413102,0.99989072064726
278,4.18419704471022e-05,0.0168623335217847,0.00580607680623429,1.01953181446745
279,9.97935619342155e-05,0.0260425837908308,0.00680613962904829,1.01982867658484
280,0.000122577512469923,0.0288633203831939,0.00696328921332198,1.0197022816259
281,0.000617370061098456,0.064804950269715,0.00739906208524093,1.0137218437499
282,0.00451621893848968,0.175610152666457,0.0124755730050075,0.992152898061208
283,0.00257007684017717,0.132271569422101,0.0186183482103532,1.02009775689112
284,0.00101417691766793,0.0830564248650124,0.0130901532233966,1.02019524831768
285,0.000768855851719814,0.0723113555529045,0.0115850930591107,1.01971334190185
286,0.000781211686542923,0.0728948764606022,0.0102766701928446,1.01741578852037
287,0.00529614273132539,-0.190351999317088,0.0105810138066017,0.977076682051315
288,0.00100324036679046,0.0826017667627095,0.0148540078187289,1.02300393607092
289,0.00119591356669777,0.0901909164359765,0.0156287321834179,1.02293885159395
290,0.000838210462349067,0.0754912664568863,0.0186119306436485,1.02914301372322
291,0.000507964513551122,0.0587622378804142,0.0159709518641473,1.02766245180733
292,0.00039832525113517,0.0520409224386786,0.00853512249822593,1.01847904728655
293,0.000180744165021705,0.0350500138277193,0.00791656877200821,1.02017199055505
294,0.00130588098433659,0.0942480087790343,0.0165034891385694,1.02360126780756
295,0.000442115178415451,0.0548240911616689,0.0112939712688644,1.02206876748666
296,0.00203838758656133,-0.117807194196109,0.0136661004806386,1.01383146643926
297,0.000166873995359371,0.0336783999854619,0.00720046969886298,1.01940083802271
298,0.00180586050092767,-0.110842686834654,0.0191114515003987,1.02484739530995
299,0.00243529830029214,-0.128744638755498,0.0195674184807442,1.02241596991263
300,0.00106420733671984,-0.0850815101497918,0.013408442718166,1.02034245785117
301,0.000281424286633535,0.0437368906351568,0.0105640015910222,1.02253491705224
302,0.000935072867061308,-0.0797604583486501,0.00999316599629448,1.01541302788248
303,0.00913326242475723,-0.250562899126709,0.0108341731082696,0.945562703547593
304,0.00166529843487518,-0.106452364541695,0.0152643633458447,1.01938729947315
305,0.000321853448442854,0.0467761493623566,0.00890106766715037,1.01988385622433
306,0.00114663512428461,0.0883013976528789,0.0201327967553329,1.02958343168399
307,0.00383926487403352,0.161711404893332,0.0212944899911373,1.01883358555414
308,0.000486090254526863,-0.0574865240098227,0.0120238328371294,1.0227014250142
309,0.00713489225743227,-0.220851938677076,0.0159952224867573,0.987850212236441
310,0.000851272677080856,0.0760851969542297,0.0140862256382236,1.02289540875419
311,0.0127552268210816,-0.298225915263875,0.00685751346155208,0.852307223752749
312,0.00059148837644605,-0.0634205024488276,0.0103762965781508,1.019373277965
313,0.00573145562644018,0.197685237206051,0.0223043940539242,1.01251793866008
314,0.000397576287158928,-0.0519858549743156,0.013575058630148,1.02540515467611
315,0.000998925095545331,0.082419874929724,0.0165463075272762,1.02547489686977
316,0.00627005600262224,0.20684688201216,0.019940946549684,1.00451122148549
317,0.000469345837875027,0.0564918418354504,0.00917704375223362,1.01870484018611
318,0.000536073549414614,-0.0603677350567397,0.0151038035366158,1.02639435431275
319,0.00127304535339902,0.0930663465479346,0.0132763659420316,1.01859655987965
320,0.000520932980733352,0.0595075916056774,0.0164926101950125,1.02823065903099
321,0.000978331319281992,0.0815587206149076,0.0205474809333791,1.03093371001062
322,0.000768687534997833,0.0722925215437078,0.0173417774795282,1.02787649406599
323,0.000888695710803115,0.0777346177375484,0.017422075485432,1.02730797709793
324,0.00399009386794939,-0.164994184593392,0.0132957134894183,0.998913647813406
325,0.00110015357917113,0.0864923121982876,0.0197983379809443,1.02936547899576
326,0.0019338191987834,0.114776857067304,0.0102711218663135,1.00652094229679
327,0.000326092221929103,0.0470801059912251,0.0122600654577306,1.02429931025178
328,0.00216505010062271,0.121374939844842,0.0206445668296359,1.02545633383984
329,0.000275466236592193,0.0432702734648198,0.0121340836011328,1.024549621704
330,0.0024977110200829,0.130403484029718,0.0170869987791844,1.0176990092435
331,0.0005743778981313,0.0624862816149345,0.0173360628416205,1.02896466546784
332,0.000266886441941955,0.0425902237658367,0.0136869297143365,1.02647964659256
333,0.00053619833139585,0.0603808792896037,0.0106496286977053,1.02030612793087
334,0.0068291539766276,0.21593316766754,0.0191971724478811,0.999785373197367
335,0.00106369267065096,0.0850535619813287,0.0159239974459987,1.02419577004126
336,0.00125750733848802,-0.0925113688117327,0.0105790003030688,1.01356061511838
337,0.000163002206619862,0.0332842446780122,0.00915250916233602,1.0219388707538
338,0.000222018339038355,0.0388461647375621,0.0100609537366472,1.02246146368049
339,0.0101736617604223,-0.265326952147832,0.00772616673895555,0.899875242061311
340,0.00190207934146857,0.113807898032427,0.0119716562259787,1.01112630789959
341,0.00762872258849562,-0.228675254081151,0.0119147143405328,0.965383579043012
342,0.00063863098509737,0.0658920685599619,0.0156603648273054,1.02645979256168
343,0.000246102826971546,0.0408999069474916,0.0096136752223151,1.02165307117299
344,0.000175801061587461,0.0345671849834443,0.00802757466879977,1.02037757284154
345,0.00164878158428058,-0.106023490007756,0.00670560882362269,0.997294415149672
346,4.46821287470232e-05,0.0174252877175778,0.00579297210737329,1.01946872303437
347,0.000522103561049058,0.0595773804224368,0.0134084384055393,1.02428776705319
348,0.00418823441108375,0.168895944125392,0.0237496343772484,1.02182086437892
349,0.000424294066565903,0.0537065342589445,0.0118721160908291,1.02300210782872
350,0.00673169832661244,-0.214636746201089,0.0128702589025971,0.977335238788098
351,0.00476703677726933,-0.180362780276576,0.015081475709344,0.999248735564652
352,0.00113243009134734,0.087757989298256,0.0172273032395974,1.02566637077215
353,0.000566033212095988,-0.0620356034532326,0.0126559021937358,1.0229387148197
354,0.0031678364396208,-0.146879503974107,0.0189252838812691,1.01757899980964
355,0.000189695185100383,0.0359058467316706,0.0117709696464564,1.02481715469953
356,0.00404085588482887,-0.166025843992766,0.0140525500146246,1.00090392032016
357,0.00178742263747842,-0.110267558887654,0.021234988931643,1.02809525991178
358,0.00220709150742147,-0.122543809099481,0.0220084706299459,1.02734689632692
359,0.0001747114567381,0.0344593265195061,0.00905401832968732,1.02169153825466
360,0.00788357004129711,-0.232390528191277,0.0132398224175351,0.970938755225031
361,0.00534583162967677,0.191154698693138,0.0123125156071745,0.985133692496758
362,0.000209720470031983,0.0377556610888483,0.00846075370042402,1.02054166071515
363,0.000468633938542544,0.0564466532789879,0.010387793334614,1.02054620294324
364,0.000614899875797715,0.0646536790285948,0.017593368636264,1.02905717260892
365,8.48455113391612e-05,0.0240126927069034,0.00681544188504325,1.02005502833694
366,0.0034240457214366,0.152691040491631,0.0219981629879794,1.02196282823191
367,0.003768644144495,-0.160333426205545,0.0132298414969018,1.00030452388391
368,0.000579087748363655,0.0627431796433121,0.0159962514892879,1.02725909696178
369,0.000599929075994778,-0.0638676413861957,0.0124029619327256,1.02231954459663
370,0.00416182889877489,0.168426459429463,0.0180186422944297,1.01048973197021
371,0.00367314376984247,0.158150972300752,0.0231117196685107,1.0228275367685
372,0.000983007855400248,0.0817738785339004,0.0116978480540987,1.018108668409
373,0.000166520180915073,0.0336413724835633,0.00957977031432224,1.02242230286151
374,0.000468544109392242,0.0564394999493444,0.0115756555466552,1.02223107889214
375,0.00222074345571349,0.122939337207413,0.0184349224629491,1.02161005022574
376,0.000755784171169825,0.0716957112844981,0.010830885643597,1.01859795947926
377,0.00272817395675514,0.136308052252187,0.0161602159931157,1.01453491125738
